image,IoU_ConvNeXt,IoU_ResNet,pixels,score_convnext,score_resnet,score_diff
hurricane-florence_00000518_pre_disaster.png,0.5126835781041389,0.38524590163934425,724.0,371.18291054739655,278.91803278688525,92.2648777605113
hurricane-florence_00000520_pre_disaster.png,0.9140161314868361,0.931252408477842,12586.0,11503.80703089332,11720.742813102119,216.93578220879863
hurricane-florence_00000521_pre_disaster.png,0.6333333333333333,0.0,28.0,17.733333333333334,0.0,17.733333333333334
hurricane-florence_00000524_pre_disaster.png,0.6740511620130413,0.6466831303755429,10198.0,6873.973750208995,6594.874563569787,279.0991866392078
hurricane-florence_00000532_pre_disaster.png,0.3581973076672953,0.782131196200653,5955.0,2133.0649671587435,4657.591273374888,2524.526306216145
hurricane-florence_00000534_pre_disaster.png,0.7958271236959762,0.7187442964044534,4927.0,3921.040238450075,3541.2531483847415,379.78709006533336
hurricane-florence_00000539_pre_disaster.png,0.5894916702263989,0.5177157148812005,2209.0,1302.1870995301151,1143.6340141725718,158.5530853575433
hurricane-harvey_00000004_pre_disaster.png,0.6916816575998613,0.6235549922423024,85333.0,59023.27088796897,53209.81815301239,5813.452734956576
hurricane-harvey_00000005_pre_disaster.png,0.6145730606776697,0.5119718047215903,50488.0,31028.56468749419,25848.43247678365,5180.132210710537
hurricane-harvey_00000013_pre_disaster.png,0.7840128005769275,0.7817223237772527,73736.0,57809.967863340324,57641.07726603951,168.890597300815
hurricane-harvey_00000014_pre_disaster.png,0.8384634422748766,0.8032277772120965,74451.0,62424.44174080683,59801.1112412178,2623.3304995890358
hurricane-harvey_00000021_pre_disaster.png,0.7488561976490462,0.6950722233741101,25226.0,18890.646441894838,17533.891906835303,1356.7545350595356
hurricane-harvey_00000027_pre_disaster.png,0.621001300390117,0.504644165358451,13283.0,8248.760273081925,6703.188448456305,1545.5718246256201
hurricane-harvey_00000031_pre_disaster.png,0.5075862068965518,0.49174078780177893,611.0,310.1351724137931,300.4536213468869,9.681551066906195
hurricane-harvey_00000032_pre_disaster.png,0.7028057749931899,0.4602226445832202,3607.0,2535.020430400436,1660.0230790116752,874.9973513887608
hurricane-harvey_00000034_pre_disaster.png,0.6578715919085312,0.6997319034852547,1094.0,719.7115215479331,765.5067024128687,45.79518086493556
hurricane-harvey_00000038_pre_disaster.png,0.29582747304266294,0.27913403961308153,1977.0,584.8509142053447,551.8479963150622,33.00291789028245
hurricane-harvey_00000050_pre_disaster.png,0.4889867841409692,0.2878787878787879,205.0,100.24229074889868,59.01515151515152,41.22713923374716
hurricane-harvey_00000065_pre_disaster.png,0.7581227436823105,0.6301824212271974,504.0,382.0938628158845,317.6119402985075,64.48192251737703
hurricane-harvey_00000067_pre_disaster.png,0.6111111111111112,0.49482758620689654,532.0,325.11111111111114,263.24827586206897,61.86283524904218
hurricane-harvey_00000074_pre_disaster.png,0.0,0.09571382533032549,3092.0,0.0,295.9471479213664,295.9471479213664
hurricane-harvey_00000083_pre_disaster.png,0.5365155131264916,0.533751962323391,1835.0,984.5059665871121,979.4348508634224,5.0711157236896724
hurricane-harvey_00000086_pre_disaster.png,0.7718231135952655,0.6924173796342895,10498.0,8102.599046523097,7268.997651400771,833.6013951223258
hurricane-harvey_00000087_pre_disaster.png,0.759620303529813,0.6955895070625541,15110.0,11477.862786335474,10510.357451715192,967.5053346202822
hurricane-harvey_00000095_pre_disaster.png,0.8136302243565694,0.7712061395417481,51476.0,41882.429428978765,39698.60723905102,2183.8221899277414
hurricane-harvey_00000102_pre_disaster.png,0.7441832061068703,0.6652988902359415,27646.0,20573.688916030536,18392.853119462838,2180.8357965676987
hurricane-harvey_00000106_pre_disaster.png,0.6457142857142857,0.5549242424242424,519.0,335.12571428571425,288.0056818181818,47.12003246753244
hurricane-harvey_00000110_pre_disaster.png,0.8057482656095144,0.6824596774193549,945.0,761.4321110009911,644.9243951612904,116.50771583970072
hurricane-harvey_00000117_pre_disaster.png,0.7738988383349468,0.6938543359432708,60020.0,46449.408276863505,41645.13724331512,4804.271033548386
hurricane-harvey_00000121_pre_disaster.png,0.7615675165250236,0.6390821613619541,12138.0,9243.906515580737,7757.179274611399,1486.7272409693378
hurricane-harvey_00000124_pre_disaster.png,0.07621736062103035,0.056716417910447764,500.0,38.108680310515176,28.358208955223883,9.750471355291292
hurricane-harvey_00000125_pre_disaster.png,0.7914904903811649,0.6717190795479586,59229.0,46879.190254786015,39785.24936254604,7093.940892239974
hurricane-harvey_00000140_pre_disaster.png,0.7568614576493762,0.6705352612886859,12641.0,9567.485686145765,8476.23623795028,1091.2494481954855
hurricane-harvey_00000148_pre_disaster.png,0.8076142544037666,0.7177899686520376,22102.0,17849.89025083205,15864.593887147335,1985.2963636847144
hurricane-harvey_00000149_pre_disaster.png,0.7698519680407823,0.6914199328933299,71824.0,55293.847752561145,49660.54526013053,5633.3024924306155
hurricane-harvey_00000175_pre_disaster.png,0.825243635562133,0.764783846581798,57342.0,47321.12055040383,43854.23533069346,3466.8852197103697
hurricane-harvey_00000181_pre_disaster.png,0.770162373598977,0.6645029673590505,82705.0,63696.27910850339,54957.717915430265,8738.561193073125
hurricane-harvey_00000183_pre_disaster.png,0.7283524904214559,0.6229994454546627,70923.0,51656.94367816092,44184.98966998104,7471.954008179877
hurricane-harvey_00000184_pre_disaster.png,0.8155645367337933,0.7359252003144027,77491.0,63198.91151603837,57027.57969756338,6171.331818474995
hurricane-harvey_00000188_pre_disaster.png,0.9106558450058908,0.866487663586968,44621.0,40634.37446000786,38663.5460369141,1970.828423093757
hurricane-harvey_00000190_pre_disaster.png,0.6721326409765874,0.5389173175329922,10239.0,6881.966110959279,5517.974414220307,1363.9916967389718
hurricane-harvey_00000193_pre_disaster.png,0.7212822913507312,0.5795131450827653,68380.0,49321.283082563,39627.108860759494,9694.174221803507
hurricane-harvey_00000198_pre_disaster.png,0.7407706340870142,0.6129066918812052,81659.0,60490.589208911486,50049.34755232733,10441.241656584156
hurricane-harvey_00000199_pre_disaster.png,0.7394840157038699,0.5779082177161152,3408.0,2520.1615255187885,1969.5112059765206,550.6503195422679
hurricane-harvey_00000201_pre_disaster.png,0.8010344827586207,0.7398030179813861,51717.0,41427.10034482759,38260.39268094335,3166.707663884241
hurricane-harvey_00000209_pre_disaster.png,0.7281349068918667,0.6389366031553078,35737.0,26021.35716759464,22833.677386961233,3187.679780633407
